ANOC,CAPA,ERMO,ERPE,LIGR,LUAR,MIAL,PEBR,POBI,VASI,JulianDay,Year
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,2014
1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,198,2014
1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,199,2014
1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,200,2014
4.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,201,2014
4.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,202,2014
4.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,203,2014
5.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,204,2014
4.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,205,2014
4.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,206,2014
4.0,6.0,2.0,2.0,1.0,4.0,0.0,2.0,2.0,4.0,207,2014
4.0,6.0,2.0,2.0,1.0,4.0,0.0,2.0,2.0,4.0,208,2014
4.0,6.0,2.0,2.0,1.0,4.0,0.0,2.0,2.0,4.0,209,2014
4.0,6.0,2.0,2.0,1.0,4.0,0.0,2.0,2.0,4.0,210,2014
4.0,6.0,1.0,2.0,1.0,4.0,0.0,2.0,2.0,4.0,211,2014
4.0,6.0,1.0,2.0,1.0,6.0,0.0,3.0,3.0,5.0,212,2014
4.0,6.0,1.0,2.0,2.0,6.0,0.0,3.0,3.0,5.0,213,2014
4.0,7.0,1.0,2.0,2.0,6.0,2.0,3.0,3.0,5.0,214,2014
4.0,7.0,1.0,2.0,2.0,6.0,2.0,3.0,3.0,5.0,215,2014
4.0,7.0,1.0,2.0,2.0,6.0,2.0,3.0,3.0,5.0,216,2014
4.0,7.0,1.0,2.0,2.0,7.0,3.0,3.0,4.0,6.0,217,2014
4.0,7.0,1.0,2.0,3.0,7.0,3.0,3.0,4.0,6.0,218,2014
4.0,7.0,1.0,2.0,3.0,5.0,4.0,3.0,4.0,6.0,219,2014
4.0,7.0,1.0,2.0,3.0,5.0,4.0,3.0,5.0,6.0,220,2014
4.0,7.0,1.0,2.0,6.0,5.0,4.0,3.0,5.0,5.0,221,2014
4.0,7.0,1.0,3.0,6.0,5.0,5.0,3.0,6.0,5.0,222,2014
4.0,7.0,1.0,5.0,6.0,6.0,5.0,3.0,6.0,5.0,223,2014
4.0,7.0,1.0,7.0,6.0,6.0,4.0,3.0,6.0,5.0,224,2014
2.0,7.0,0.0,8.0,6.0,6.0,3.0,3.0,6.0,5.0,225,2014
1.0,7.0,0.0,7.0,6.0,6.0,2.0,3.0,6.0,4.0,226,2014
1.0,7.0,0.0,7.0,6.0,6.0,2.0,3.0,6.0,4.0,227,2014
1.0,7.0,0.0,7.0,6.0,6.0,2.0,3.0,6.0,4.0,228,2014
1.0,7.0,0.0,7.0,6.0,6.0,2.0,3.0,6.0,4.0,229,2014
1.0,7.0,0.0,7.0,6.0,6.0,2.0,3.0,6.0,4.0,230,2014
1.0,7.0,0.0,6.0,6.0,6.0,2.0,3.0,6.0,4.0,231,2014
1.0,7.0,0.0,6.0,6.0,6.0,0.0,3.0,6.0,4.0,232,2014
1.0,7.0,0.0,6.0,6.0,5.0,0.0,1.0,6.0,4.0,233,2014
1.0,7.0,0.0,6.0,6.0,5.0,0.0,0.0,6.0,4.0,234,2014
1.0,7.0,0.0,6.0,6.0,5.0,0.0,0.0,5.0,3.0,235,2014
1.0,7.0,0.0,6.0,6.0,4.0,0.0,0.0,5.0,3.0,236,2014
0.0,6.0,0.0,6.0,6.0,3.0,0.0,0.0,5.0,3.0,237,2014
0.0,6.0,0.0,6.0,6.0,3.0,0.0,0.0,5.0,3.0,238,2014
0.0,6.0,0.0,6.0,6.0,3.0,0.0,0.0,5.0,3.0,239,2014
0.0,6.0,0.0,6.0,6.0,3.0,0.0,0.0,5.0,2.0,240,2014
0.0,6.0,0.0,6.0,6.0,3.0,0.0,0.0,5.0,2.0,241,2014
0.0,5.0,0.0,5.0,4.0,1.0,0.0,0.0,5.0,2.0,242,2014
0.0,5.0,0.0,5.0,4.0,1.0,0.0,0.0,5.0,2.0,243,2014
0.0,5.0,0.0,5.0,4.0,1.0,0.0,0.0,5.0,2.0,244,2014
0.0,5.0,0.0,5.0,4.0,1.0,0.0,0.0,5.0,2.0,245,2014
0.0,5.0,0.0,5.0,4.0,1.0,0.0,0.0,4.0,1.0,246,2014
0.0,5.0,0.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,247,2014
0.0,5.0,0.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,248,2014
0.0,5.0,0.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,249,2014
0.0,5.0,0.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,250,2014
0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,251,2014
0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,252,2014
0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,253,2014
0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,254,2014
0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,255,2014
0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,256,2014
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,2014
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,2014
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259,2014
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,2014
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,2014
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262,2014
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,2014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,2014
